App,Category,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,review_group
BSPlayer,VIDEO_PLAYERS,4585,Varies with device,"50,000+",Paid,$5.99,Everyone,Video Players & Editors,"March 30, 2018",Varies with device,Varies with device,"[889, 26432)"
Nasty Goats,FAMILY,45579,64M,"1,000,000+",Free,0,Everyone,Arcade;Action & Adventure,"April 14, 2016",1.1.0,4.0 and up,[26432+)
FE Civil Engineering Exam Prep,FAMILY,9,21M,"1,000+",Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up,"[0, 23)"
FD VR Player - for 360 Youtube,FAMILY,100,9.1M,"10,000+",Free,0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up,"[23, 889)"
MileIQ - Free Mileage Tracker for Business,FINANCE,46106,22M,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",1.28.0.5402,4.4 and up,[26432+)
Florida Storms,WEATHER,116,36M,"10,000+",Free,0,Everyone,Weather,"December 26, 2017",2.0.11,4.4 and up,"[23, 889)"
BK News Channel,VIDEO_PLAYERS,277,6.8M,"10,000+",Free,0,Everyone,Video Players & Editors,"July 16, 2016",1.01,2.3 and up,"[23, 889)"
WoW AH Tracker,TOOLS,33,Varies with device,"10,000+",Free,0,Everyone,Tools,"July 23, 2018",Varies with device,Varies with device,"[23, 889)"
Disney Princess Palace Pets,FAMILY,60097,19M,"1,000,000+",Free,0,Everyone,Entertainment;Pretend Play,"February 10, 2018",5.1,4.2 and up,[26432+)
TravelPirates,TRAVEL_AND_LOCAL,43054,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,[26432+)
StudentLife.com.cy,NEWS_AND_MAGAZINES,17,4.4M,100+,Free,0,Everyone,News & Magazines,"March 14, 2017",1.0.11,4.1 and up,"[0, 23)"
Ziggo GO,ENTERTAINMENT,29690,78M,"1,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",2.3.34 Prod,4.3 and up,[26432+)
Save.ca,SHOPPING,2094,34M,"100,000+",Free,0,Everyone,Shopping,"July 2, 2018",4.8.18.12,4.1 and up,"[889, 26432)"
IKEA Store,SHOPPING,25515,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"July 16, 2018",Varies with device,Varies with device,"[889, 26432)"
Lazada - Online Shopping & Deals,SHOPPING,1573054,Varies with device,"50,000,000+",Free,0,Everyone,Shopping,"August 2, 2018",Varies with device,4.2 and up,[26432+)
Oddworld: New 'n' Tasty,GAME,1475,34M,"10,000+",Paid,$4.99,Teen,Action,"January 2, 2018",1.0.4,5.0 and up,"[889, 26432)"
Pixelmania - Color by number & create pixel art,FAMILY,3588,18M,"500,000+",Free,0,Everyone,Entertainment,"February 25, 2018",1.18,4.3 and up,"[889, 26432)"
Retro Camera,PHOTOGRAPHY,125616,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"March 10, 2017",Varies with device,2.3.3 and up,[26432+)
Pool Billiards Classic - bi a,SPORTS,5644,14M,"1,000,000+",Free,0,Everyone,Sports,"November 1, 2017",1.7,4.0.3 and up,"[889, 26432)"
OfficeSuite : Free Office + PDF Editor,BUSINESS,1002861,35M,"100,000,000+",Free,0,Everyone,Business,"August 2, 2018",9.7.14188,4.1 and up,[26432+)
Sensenuts eI,BUSINESS,0,Varies with device,5+,Free,0,Everyone,Business,"August 2, 2018",Varies with device,Varies with device,"[0, 23)"
Cricbuzz - Live Cricket Scores & News,SPORTS,838765,Varies with device,"50,000,000+",Free,0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device,[26432+)
taxi.eu,TRAVEL_AND_LOCAL,1865,22M,"100,000+",Free,0,Everyone,Travel & Local,"June 28, 2018",10.7.1388,4.4 and up,"[889, 26432)"
CompTIA A+ Pocket Prep,FAMILY,1311,14M,"10,000+",Free,0,Everyone,Education,"July 11, 2018",4.5.2,4.4 and up,"[889, 26432)"
Météociel,WEATHER,29344,22M,"500,000+",Free,0,Everyone,Weather,"July 25, 2018",4.1.11 - Hegoa,4.1 and up,[26432+)
Bad Piggies HD,FAMILY,764967,69M,"10,000,000+",Free,0,Everyone,Puzzle,"July 5, 2018",2.3.4,4.1 and up,[26432+)
Strike! Ten Pin Bowling,SPORTS,18584,49M,"5,000,000+",Free,0,Everyone,Sports,"June 27, 2018",1.7.0,4.1 and up,"[889, 26432)"
AU Spark,FAMILY,681,8.2M,"10,000+",Free,0,Everyone,Education,"August 1, 2018",5.06,4.4 and up,"[23, 889)"
Web Browser & Fast Explorer,SOCIAL,54768,2.6M,"5,000,000+",Free,0,Everyone,Social,"May 16, 2018",3.6.1,4.0.3 and up,[26432+)
Pluto TV - It’s Free TV,ENTERTAINMENT,28948,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"August 4, 2018",Varies with device,Varies with device,[26432+)
EZ game screen recorder with audio 1080P,VIDEO_PLAYERS,40,3.9M,"1,000+",Free,0,Everyone,Video Players & Editors,"July 13, 2017",1.0.0,5.0 and up,"[23, 889)"
Angry Birds Friends,GAME,829753,48M,"50,000,000+",Free,0,Everyone,Arcade,"June 19, 2018",4.9.0,4.1 and up,[26432+)
Theme For Galaxy Note FE,PERSONALIZATION,0,7.5M,100+,Free,0,Everyone,Personalization,"April 19, 2018",1.1,4.1 and up,"[0, 23)"
Gunship Modern Combat 3D,GAME,3247,26M,"500,000+",Free,0,Teen,Action,"July 25, 2017",1.05,2.3 and up,"[889, 26432)"
Wifi Action Camera,PHOTOGRAPHY,118,26M,"50,000+",Free,0,Everyone,Photography,"July 24, 2018",1.3.5,4.0 and up,"[23, 889)"
Funny Jokes Photos,COMICS,39,4.3M,"10,000+",Free,0,Everyone 10+,Comics,"July 3, 2018",1.1,4.2 and up,"[23, 889)"
Citymapper - Transit Navigation,MAPS_AND_NAVIGATION,65448,Varies with device,"5,000,000+",Free,0,Everyone,Maps & Navigation,"August 2, 2018",Varies with device,Varies with device,[26432+)
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,131028,13M,"5,000,000+",Free,0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,[26432+)
EJ Trívia Game,FAMILY,1,19M,1+,Free,0,Everyone,Puzzle,"July 19, 2018",1.0,4.1 and up,"[0, 23)"
Dynamics AX,BUSINESS,244,976k,"10,000+",Free,0,Everyone,Business,"October 26, 2015",3.3,2.3.3 and up,"[23, 889)"
Diamond Zipper Lock Screen,PERSONALIZATION,71688,12M,"10,000,000+",Free,0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up,[26432+)
Luffs,LIBRARIES_AND_DEMO,487,3.7M,"100,000+",Free,0,Everyone,Libraries & Demo,"January 16, 2018",1.0,4.0.3 and up,"[23, 889)"
Morse Decoder for Ham Radio,COMMUNICATION,166,2.0M,"5,000+",Paid,$4.99,Everyone,Communication,"March 14, 2017",1.52,2.3 and up,"[23, 889)"
slither.io,GAME,5234162,Varies with device,"100,000,000+",Free,0,Everyone,Action,"November 14, 2017",Varies with device,2.3 and up,[26432+)
"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,31986,76M,"1,000,000+",Free,0,Teen,Food & Drink,"November 23, 2017",5.7.23,5.0 and up,[26432+)
Safety stepping stone,LIFESTYLE,4212,20M,"1,000,000+",Free,0,Everyone,Lifestyle,"July 25, 2018",3.4.5,2.3 and up,"[889, 26432)"
Flipp - Weekly Shopping,SHOPPING,85858,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,[26432+)
BP Log lite,LIFESTYLE,3,1.5M,100+,Free,0,Everyone,Lifestyle,"November 15, 2014",1.1,2.2 and up,"[0, 23)"
BS TRACK CLIENT,TOOLS,0,191k,10+,Free,0,Everyone,Tools,"August 13, 2017",1.1,1.5 and up,"[0, 23)"
"Call Blocker - Blacklist, SMS Blocker",COMMUNICATION,30350,3.7M,"1,000,000+",Free,0,Everyone,Communication,"January 16, 2018",10.0.0,4.1 and up,[26432+)
FOX,ENTERTAINMENT,197774,44M,"10,000,000+",Free,0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up,[26432+)
CF cal,TOOLS,123,2.9M,"10,000+",Free,0,Everyone,Tools,"February 9, 2016",1.0.6,4.0 and up,"[23, 889)"
DH Karaoke,FAMILY,8,10M,"1,000+",Free,0,Everyone,Entertainment,"October 23, 2017",3.3.6,4.1 and up,"[0, 23)"
"Canva: Poster, banner, card maker & graphic design",ART_AND_DESIGN,174531,24M,"10,000,000+",Free,0,Everyone,Art & Design,"July 31, 2018",1.6.1,4.1 and up,[26432+)
RandoChat - Chat roulette,DATING,11806,12M,"1,000,000+",Free,0,Mature 17+,Dating,"June 26, 2018",4.0.18,4.0.3 and up,"[889, 26432)"
DF Coaching,SPORTS,1,3.6M,100+,Free,0,Everyone,Sports,"May 24, 2018",1.0.1,4.1 and up,"[0, 23)"
The Societe Generale App,FINANCE,31218,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,[26432+)
Preferences Manager and SQLite DB Viewer,TOOLS,13,3.0M,"1,000+",Free,0,Everyone,Tools,"July 18, 2017",1.01,4.0 and up,"[0, 23)"
Bus Rush: Subway Edition,GAME,753043,57M,"100,000,000+",Free,0,Teen,Action,"August 1, 2018",1.15.2,4.0.3 and up,[26432+)
Norton Security and Antivirus,TOOLS,1170641,26M,"10,000,000+",Free,0,Everyone,Tools,"July 26, 2018",4.2.1.4174,4.1 and up,[26432+)
Lottery Driver- Florida Result,FAMILY,70,4.4M,"5,000+",Free,0,Teen,Entertainment,"April 16, 2017",2.5,4.1 and up,"[23, 889)"
Google Ads,BUSINESS,29313,20M,"5,000,000+",Free,0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,[26432+)
LEGO® Friends,FAMILY,854,6.9M,"10,000+",Paid,$4.99,Everyone,Casual;Pretend Play,"December 1, 2015",Varies with device,4.0.3 and up,"[23, 889)"
Slot Machines by IGG,GAME,267229,24M,"10,000,000+",Free,0,Teen,Casino,"May 28, 2018",1.7.4,2.3 and up,[26432+)
European War 5:Empire,FAMILY,9513,82M,"100,000+",Free,0,Everyone 10+,Strategy,"June 8, 2018",1.2.6,4.0.3 and up,"[889, 26432)"
Recipes and tips for losing weight,BEAUTY,35,3.1M,"10,000+",Free,0,Everyone 10+,Beauty,"December 11, 2017",2.0,3.0 and up,"[23, 889)"
My Little Princess : Stores,FAMILY,169,60M,"5,000+",Paid,$2.99,Everyone,Educational;Pretend Play,"May 25, 2018",1.08,4.1 and up,"[23, 889)"
Block Strike,GAME,947515,60M,"10,000,000+",Free,0,Teen,Action,"July 25, 2018",5.3.1,4.1 and up,[26432+)
Fuel Rewards® program,LIFESTYLE,32433,46M,"1,000,000+",Free,0,Everyone,Lifestyle,"June 26, 2018",2.9.1,5.0 and up,[26432+)
G-Force Driving Assistant,SPORTS,10,6.1M,100+,Paid,$3.88,Everyone,Sports,"April 10, 2013",1.0,2.3.3 and up,"[0, 23)"
VUE: video editor & camcorder,VIDEO_PLAYERS,38630,89M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"August 5, 2018",2.1.6,4.4 and up,[26432+)
quran-DZ,SOCIAL,0,6.2M,10+,Free,0,Teen,Social,"June 13, 2018",1.1,4.2 and up,"[0, 23)"
Bedroom Decorating Ideas,HOUSE_AND_HOME,2382,5.9M,"500,000+",Free,0,Everyone,House & Home,"April 7, 2015",1.7,3.0 and up,"[889, 26432)"
Movie Downloader Torrent : Az Torrent,VIDEO_PLAYERS,70,14M,"1,000+",Free,0,Everyone,Video Players & Editors,"July 7, 2018",1.9,4.1 and up,"[23, 889)"
CK 初一 十五,LIFESTYLE,294,153k,"10,000+",Free,0,Everyone,Lifestyle,"July 3, 2013",1.0.12,2.1 and up,"[23, 889)"
Next Launcher 3D Theme Stun-BW,PERSONALIZATION,2839,5.1M,"100,000+",Free,0,Everyone,Personalization,"January 11, 2014",1.00,2.2 and up,"[889, 26432)"
FP Markets,FINANCE,1,2.0M,100+,Free,0,Everyone,Finance,"January 30, 2018",1.0.0.0,4.3 and up,"[0, 23)"
Battle Result Predictor for CR,TOOLS,7063,17M,"1,000,000+",Free,0,Everyone,Tools,"February 4, 2017",1.3.0,4.1 and up,"[889, 26432)"
Frozen Free Fall,FAMILY,1574197,37M,"50,000,000+",Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,[26432+)
Best Friends Dress Up & Makeup,FAMILY,7664,44M,"500,000+",Free,0,Everyone,Casual;Pretend Play,"September 9, 2015",1.0.3,4.0.3 and up,"[889, 26432)"
Endless Ducker,GAME,8193,41M,"500,000+",Free,0,Everyone,Arcade,"September 16, 2016",1.0.7,4.0.3 and up,"[889, 26432)"
BT One Voice mobile access,COMMUNICATION,32,437k,"5,000+",Free,0,Everyone,Communication,"July 30, 2015",Version 1.6,1.6 and up,"[23, 889)"
Manga-FR - Anime Vostfr,COMICS,291,13M,"10,000+",Free,0,Everyone,Comics,"May 15, 2017",2.0.1,4.0 and up,"[23, 889)"
Snapfish,PHOTOGRAPHY,32398,28M,"1,000,000+",Free,0,Everyone,Photography,"August 1, 2018",9.6.4,4.4 and up,[26432+)
Myjob@BM,SOCIAL,1,Varies with device,100+,Free,0,Teen,Social,"June 13, 2018",1.16.21,4.1 and up,"[0, 23)"
FG Wallet,FINANCE,9,12M,"1,000+",Free,0,Everyone,Finance,"June 6, 2018",2.1,6.0 and up,"[0, 23)"
Fitbit Coach,HEALTH_AND_FITNESS,28951,60M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",4.4,4.4 and up,[26432+)
"Please, Don't Touch Anything",FAMILY,1771,46M,"10,000+",Paid,$4.99,Teen,Puzzle,"April 20, 2016",1.1.0,2.3 and up,"[889, 26432)"
Q*bert: Rebooted,GAME,13788,55M,"1,000,000+",Free,0,Everyone,Arcade,"April 1, 2017",1.1,4.4 and up,"[889, 26432)"
Sanu Ek Pal Chain - Raid,TOOLS,1,2.6M,500+,Free,0,Everyone,Tools,"May 12, 2018",2.0,4.4W and up,"[0, 23)"
Sandbox - Color by Number Coloring Pages,FAMILY,412744,10M,"10,000,000+",Free,0,Everyone,Entertainment;Creativity,"July 19, 2018",0.2.7,4.4 and up,[26432+)
"ViewRanger - Hike, Ride or Walk",HEALTH_AND_FITNESS,34356,Varies with device,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 31, 2018",Varies with device,Varies with device,[26432+)
LG Hi-Fi Plus Manager,TOOLS,154,3.4M,"10,000+",Free,0,Everyone,Tools,"September 6, 2016",5.0.6,6.0 and up,"[23, 889)"
MyQuest for Patients,MEDICAL,3803,16M,"100,000+",Free,0,Everyone,Medical,"March 13, 2018",2.17,4.0 and up,"[889, 26432)"
"MailChimp - Email, Marketing Automation",BUSINESS,5448,12M,"500,000+",Free,0,Everyone,Business,"July 25, 2018",4.9.1,5.0 and up,"[889, 26432)"
"The Report, Fox, Breitbart - Conservative News",NEWS_AND_MAGAZINES,2090,4.6M,"50,000+",Free,0,Everyone,News & Magazines,"August 5, 2018",1.9.0,4.1 and up,"[889, 26432)"
BZ Reminder PRO,BUSINESS,726,5.4M,"1,000+",Paid,$3.99,Everyone,Business,"December 20, 2017",2.3.3,4.1 and up,"[23, 889)"
Maricopa AH,MEDICAL,0,29M,100+,Free,0,Everyone,Medical,"July 16, 2018",300000.1.11,4.0.3 and up,"[0, 23)"
Avenger Legends,FAMILY,3715,94M,"100,000+",Free,0,Everyone,Role Playing,"July 13, 2017",1.13.299,4.0.3 and up,"[889, 26432)"
Peak – Brain Games & Training,EDUCATION,272145,Varies with device,"10,000,000+",Free,0,Everyone,Education;Brain Games,"August 3, 2018",3.14.15,5.0 and up,[26432+)
AK Booster,TOOLS,71,7.0M,"10,000+",Free,0,Everyone,Tools,"May 2, 2018",2.0.1.966,4.4 and up,"[23, 889)"
Meetup,SOCIAL,79129,23M,"5,000,000+",Free,0,Teen,Social,"August 2, 2018",3.10.26,4.4 and up,[26432+)
FOX NOW - On Demand & Live TV,ENTERTAINMENT,60841,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,"July 26, 2018",Varies with device,4.4 and up,[26432+)
Florida Wildflowers,FAMILY,5,69M,"1,000+",Free,0,Everyone,Education,"July 10, 2017",1.5,4.1 and up,"[0, 23)"
Chess of Blades (BL/Yaoi Game) (No VA),FAMILY,4,23M,10+,Paid,$14.99,Teen,Casual,"January 24, 2018",1.03,2.3.3 and up,"[0, 23)"
Blitzer.de,MAPS_AND_NAVIGATION,65590,18M,"5,000,000+",Free,0,Everyone,Maps & Navigation,"July 9, 2018",3.1.0,4.0 and up,[26432+)
myHomework Student Planner,EDUCATION,28392,Varies with device,"1,000,000+",Free,0,Everyone,Education,"March 7, 2018",Varies with device,Varies with device,[26432+)
LG BT Reader Plus,TOOLS,2992,585k,"500,000+",Free,0,Everyone,Tools,"February 25, 2016",2.1.11,4.1 and up,"[889, 26432)"
FC BARCELONA EVENTS,SPORTS,6,11M,100+,Free,0,Everyone,Sports,"April 22, 2018",v2.7.11.16,4.1 and up,"[0, 23)"
Associated Credit Union Mobile,FINANCE,3290,12M,"50,000+",Free,0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 and up,"[889, 26432)"
M-Files,BUSINESS,236,44M,"10,000+",Free,0,Everyone,Business,"June 26, 2018",3.1.1,4.4 and up,"[23, 889)"
Foods Co,SHOPPING,199,25M,"10,000+",Free,0,Everyone,Shopping,"August 2, 2018",14.2.1,5.0 and up,"[23, 889)"
File Explorer,PRODUCTIVITY,979,720k,"100,000+",Free,0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up,"[889, 26432)"
Q-See QT View,TOOLS,7357,19M,"100,000+",Free,0,Everyone,Tools,"July 12, 2018",4.4.1,5.0 and up,"[889, 26432)"
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,172505,76M,"5,000,000+",Free,0,Everyone,Education;Education,"June 27, 2018",5.2.1,5.0 and up,[26432+)
AntennaPict β,COMMUNICATION,15439,2.2M,"1,000,000+",Free,0,Everyone,Communication,"November 7, 2016",2.0.0,2.3 and up,"[889, 26432)"
Jigsaw Volvo FH 16 Trucks,FAMILY,5,8.1M,"1,000+",Free,0,Teen,Puzzle,"December 1, 2016",1.0,4.0 and up,"[0, 23)"
Moon+ Reader,BOOKS_AND_REFERENCE,233757,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,"May 1, 2018",Varies with device,Varies with device,[26432+)
Parallel Space - Multiple accounts & Two face,PERSONALIZATION,3062845,7.4M,"100,000,000+",Free,0,Everyone,Personalization,"August 3, 2018",4.0.8552,4.0.3 and up,[26432+)
"ES File Explorer & Manager, Locker Xplorer 2018",TOOLS,11,3.0M,"1,000+",Free,0,Everyone,Tools,"March 17, 2018",1.2,4.2 and up,"[0, 23)"
Supply Travis-CI POC,LIBRARIES_AND_DEMO,0,1.2M,10+,Free,0,Everyone,Libraries & Demo,"July 20, 2016",1.0.7,4.0.3 and up,"[0, 23)"
"Shopular: Coupons, Weekly Ads & Shopping Deals",SHOPPING,57920,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"May 31, 2018",Varies with device,Varies with device,[26432+)
Arabic Chat - Chat,PARENTING,162,1.5M,"10,000+",Free,0,Everyone,Parenting,"May 1, 2018",1.0,4.1 and up,"[23, 889)"
amm dz,FINANCE,0,14M,1+,Paid,$5.99,Everyone,Finance,"July 8, 2018",1.0,4.2 and up,"[0, 23)"
CS Guns Shoot,FAMILY,433,Varies with device,"50,000+",Free,0,Teen,Entertainment,"August 1, 2013",1.5,2.2 and up,"[23, 889)"
BZ Berner Oberländer,NEWS_AND_MAGAZINES,64,8.5M,"1,000+",Free,0,Everyone,News & Magazines,"August 3, 2018",7.5.9.1,4.1 and up,"[23, 889)"
HAL-9000 - FN Theme,PERSONALIZATION,159,257k,"10,000+",Free,0,Everyone,Personalization,"August 16, 2013",1.0,2.2 and up,"[23, 889)"
Vigo Lite,ENTERTAINMENT,10291,6.5M,"5,000,000+",Free,0,Teen,Entertainment,"August 4, 2018",3.7.3,4.0.3 and up,"[889, 26432)"
Posta App,MAPS_AND_NAVIGATION,8,Varies with device,"1,000+",Free,0,Everyone,Maps & Navigation,"September 27, 2017",Varies with device,4.4 and up,"[0, 23)"
"Hurdlr: Track Mileage, Expenses, and Log Receipts",FINANCE,3596,19M,"100,000+",Free,0,Everyone,Finance,"July 20, 2018",16.6,6.0 and up,"[889, 26432)"
MobilePatrol Public Safety App,SOCIAL,22695,Varies with device,"1,000,000+",Free,0,Everyone 10+,Social,"June 21, 2018",Varies with device,Varies with device,"[889, 26432)"
PewDiePie's Tuber Simulator,FAMILY,1499466,96M,"10,000,000+",Free,0,Teen,Casual,"July 24, 2018",1.25.0,4.1 and up,[26432+)
QR & Barcode Scanner BX PRO,TOOLS,4,3.0M,"1,000+",Free,0,Everyone,Tools,"October 30, 2017",1.0,4.2 and up,"[0, 23)"
3D Live Neon Weed Launcher,PERSONALIZATION,1724,21M,"100,000+",Free,0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up,"[889, 26432)"
Age Calculator,TOOLS,24265,3.3M,"1,000,000+",Free,0,Everyone,Tools,"July 25, 2017",4.0.6,4.0.3 and up,"[889, 26432)"
Dictionary,BOOKS_AND_REFERENCE,264260,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,"June 22, 2018",Varies with device,Varies with device,[26432+)
Билеты ПДД CD 2019 PRO,AUTO_AND_VEHICLES,21,16M,100+,Paid,$1.49,Everyone,Auto & Vehicles,"July 27, 2018",1.49,4.0 and up,"[0, 23)"
Virtual lover,FAMILY,45771,28M,"1,000,000+",Free,0,Mature 17+,Entertainment,"June 8, 2018",1.39,4.1 and up,[26432+)
Skip-Bo™,GAME,33661,60M,"100,000+",Paid,$2.99,Everyone,Card,"August 3, 2018",3.4.6,4.1 and up,[26432+)
Soldiers of Glory: Modern War,FAMILY,64815,23M,"5,000,000+",Free,0,Teen,Strategy,"June 1, 2018",1.7.5,2.3 and up,[26432+)
Make a burger king,FAMILY,125,17M,"10,000+",Free,0,Everyone,Casual,"February 21, 2017",v1.3,4.0 and up,"[23, 889)"
Convert degree Celsius to Fahrenheit or °F to °C,TOOLS,51,2.1M,"5,000+",Free,0,Everyone,Tools,"May 21, 2018",1.5.8,4.0 and up,"[23, 889)"
KudaGo - things to do in NY,EVENTS,4298,4.4M,"100,000+",Free,0,Everyone,Events,"April 27, 2017",2.2.2,4.0 and up,"[889, 26432)"
Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,56145,23M,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 1, 2018",7.3.4-play,5.0 and up,[26432+)
Animal Planet GO,ENTERTAINMENT,2442,9.6M,"100,000+",Free,0,Teen,Entertainment,"July 24, 2018",2.9.4,4.1 and up,"[889, 26432)"
Mehmet Emin Ay İlahileri,FAMILY,0,5.1M,10+,Free,0,Everyone,Entertainment,"July 13, 2018",1.0,4.1 and up,"[0, 23)"
ES Dark Theme for free,TOOLS,7851,364k,"1,000,000+",Free,0,Everyone,Tools,"August 22, 2017",2.0.7,4.0 and up,"[889, 26432)"
The first year of a baby's life,PARENTING,7505,9.1M,"100,000+",Free,0,Everyone,Parenting,"January 7, 2017",1.1.27.477-free,2.3 and up,"[889, 26432)"
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,70769,35M,"5,000,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",6.2.73,4.0 and up,[26432+)
Android P Wallpapers,PERSONALIZATION,53,2.0M,"5,000+",Free,0,Everyone,Personalization,"February 12, 2018",1,4.0.3 and up,"[23, 889)"
Slendrina X,GAME,12736,56M,"1,000,000+",Free,0,Teen,Arcade,"December 18, 2017",1.02,4.0 and up,"[889, 26432)"
BAMMS for BM SQ,PRODUCTIVITY,2,10M,10+,Free,0,Everyone,Productivity,"July 24, 2018",1.3.3,4.1 and up,"[0, 23)"
Be like Me - Hay Nhu Toi,PERSONALIZATION,44,3.5M,"1,000+",Free,0,Teen,Personalization,"May 26, 2016",1.3,4.0 and up,"[23, 889)"
"Jaumo Dating, Flirt & Live Video",SOCIAL,900064,13M,"10,000,000+",Free,0,Mature 17+,Social,"July 31, 2018",4.17.2,4.1 and up,[26432+)
Children Educational Game Full,FAMILY,30,Varies with device,"1,000+",Paid,$7.49,Everyone,Educational;Education,"May 16, 2018",Varies with device,Varies with device,"[23, 889)"
Maleficent Free Fall,FAMILY,450013,37M,"10,000,000+",Free,0,Everyone,Puzzle,"July 11, 2018",5.9.0,4.2 and up,[26432+)
"Zombies, Run! 5k Training (Free)",HEALTH_AND_FITNESS,267,Varies with device,"50,000+",Free,0,Teen,Health & Fitness,"August 1, 2018",Varies with device,Varies with device,"[23, 889)"
Carnivores: Dinosaur Hunter,GAME,62636,17M,"1,000,000+",Free,0,Teen,Action,"July 2, 2018",1.8.0,4.0.3 and up,[26432+)
HD Movie Video Player,VIDEO_PLAYERS,18699,4.1M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up,"[889, 26432)"
Redbox,ENTERTAINMENT,115033,30M,"10,000,000+",Free,0,Everyone,Entertainment,"July 2, 2018",7.5.0,5.0 and up,[26432+)
DIRECTV,FAMILY,235486,63M,"10,000,000+",Free,0,Teen,Entertainment,"June 1, 2018",5.9.006,4.1 and up,[26432+)
L.A. Crime Stories Mad City Crime,GAME,30008,99M,"1,000,000+",Free,0,Mature 17+,Racing,"March 30, 2017",1.26,2.3 and up,[26432+)
"Delivery Club-food delivery: pizza, sushi, burger, salad",FOOD_AND_DRINK,151080,Varies with device,"5,000,000+",Free,0,Everyone,Food & Drink,"July 27, 2018",Varies with device,Varies with device,[26432+)
Teen Patti by BL Games,GAME,496,39M,"100,000+",Free,0,Teen,Card,"January 31, 2017",1.3.0,2.3.3 and up,"[23, 889)"
WiFi Automatic,TOOLS,10595,Varies with device,"1,000,000+",Free,0,Everyone,Tools,"March 18, 2018",Varies with device,Varies with device,"[889, 26432)"
Etsy: Handmade & Vintage Goods,SHOPPING,95520,15M,"10,000,000+",Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,[26432+)
SmartCircle Remote DS,BUSINESS,2,1.6M,500+,Free,0,Everyone,Business,"May 22, 2018",2.983,5.0 and up,"[0, 23)"
Angry Birds Epic RPG,FAMILY,2634605,63M,"10,000,000+",Free,0,Everyone,Role Playing,"July 18, 2018",3.0.27430.4799,4.4 and up,[26432+)
Five Nights at Freddy's 2 Demo,FAMILY,1503544,40M,"50,000,000+",Free,0,Teen,Strategy,"November 15, 2014",1.07,2.3 and up,[26432+)
Numbers Into Words,PRODUCTIVITY,457,562k,"50,000+",Free,0,Everyone,Productivity,"May 6, 2014",1.2,2.1 and up,"[23, 889)"
BTS J-Hope Wallpaper KPOP Fans HD,PERSONALIZATION,98,3.4M,"10,000+",Free,0,Everyone,Personalization,"May 19, 2018",1.1.1,4.0 and up,"[23, 889)"
Inside Out Thought Bubbles,FAMILY,623398,58M,"10,000,000+",Free,0,Everyone,Puzzle;Brain Games,"August 31, 2017",1.22.0,4.0.3 and up,[26432+)
Wikipedia,BOOKS_AND_REFERENCE,577550,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,"August 2, 2018",Varies with device,Varies with device,[26432+)
"Unlimited Group Links - Whatsapp, FB, Telegram",SOCIAL,44,2.8M,"10,000+",Free,0,Mature 17+,Social,"July 3, 2018",4.0,4.0.3 and up,"[23, 889)"
