Category,Rating,Reviews,Content Rating,Genres,Current Ver,NewSize,InstallNews,PriceNew,LastUpdatedYear,LastUpdatedMonth,LastUpdatedDay,AndroidVerNew,review_group_new,TypeNew
MAPS_AND_NAVIGATION,1.0,38375,Everyone,Maps & Navigation,3.0.2,49000000.0,1000000,0.0,2018,7,26,4.1,4,0
LIFESTYLE,0.0,140995,Everyone,Lifestyle;Pretend Play,9.0,100000000.0,10000000,0.0,2018,7,16,4.0,4,0
TOOLS,1.0,3090727,Everyone,Tools,Varies with device,12000000.0,100000000,0.0,2018,7,31,4.0,4,0
GAME,1.0,4230886,Everyone,Action,3.1.0,60000000.0,100000000,0.0,2018,8,1,5.0,4,0
PERSONALIZATION,1.0,797,Everyone,Personalization,1.279.13.98,6700000.0,50000,0.0,2018,7,29,4.0,2,0
LIFESTYLE,1.0,23966,Everyone,Lifestyle,20180608,872000.0,1000000,5.99,2018,6,27,4.0,3,1
FOOD_AND_DRINK,1.0,9066,Everyone,Food & Drink,4.0.0.427,15000000.0,500000,0.0,2018,4,25,5.1,3,0
GAME,1.0,5341,Teen,Action,1.0,8800000.0,100000,0.0,2014,4,30,4.0,3,0
SHOPPING,1.0,0,Everyone,Shopping,1.0.3,2500000.0,10,0.0,2017,12,21,4.4,1,0
TOOLS,0.0,4,Everyone,Tools,3.0,4800000.0,500,0.0,2018,4,3,2.3,1,0
FAMILY,1.0,7,Everyone 10+,Education,1.1.0,12000000.0,500,0.0,2018,3,21,4.1,1,0
GAME,1.0,1914,Everyone,Trivia,3.6.7z,24000000.0,100000,0.0,2018,6,29,4.0,3,0
SOCIAL,0.0,13223,Mature 17+,Social,8.00.752746,2800000.0,10000000,0.0,2016,6,8,4.4,3,0
HEALTH_AND_FITNESS,1.0,0,Everyone,Health & Fitness,1.0,4400000.0,50,0.0,2018,4,19,2.2,1,0
GAME,1.0,5566669,Everyone,Arcade,7.9.3,97000000.0,100000000,0.0,2018,5,24,4.1,4,0
FAMILY,1.0,18616,Everyone,Casual;Education,1.0.9,10000000.0,1000000,0.0,2018,8,5,4.0,3,0
LIFESTYLE,0.0,2390,Everyone,Lifestyle,1.8.4.7,35000000.0,100000,0.0,2018,7,17,4.4,3,0
FAMILY,0.0,139,Everyone,Education,2.1,4800000.0,50000,0.0,2018,7,16,4.0,2,0
SOCIAL,1.0,22,Everyone,Social,v2.0.02_prod,11000000.0,1000,0.0,2018,1,19,4.1,1,0
GAME,0.0,26649,Teen,Action,1.2,66000000.0,5000000,0.0,2018,8,5,4.2,4,0
FAMILY,1.0,301,Everyone,Education,1.0,5600000.0,10000,0.0,2018,7,1,4.1,2,0
FAMILY,1.0,31,Everyone,Education,1.0,3200000.0,1000,0.0,2015,9,1,4.0,2,0
LIFESTYLE,1.0,45,Everyone,Lifestyle,0.8,2200000.0,10000,0.0,2017,12,26,4.1,2,0
COMMUNICATION,0.0,1711,Everyone,Communication,1.2.5.4-11,2100000.0,100000,0.0,2018,1,11,2.3,3,0
FAMILY,1.0,7116,Everyone,Education,1.0,40000000.0,100000,0.0,2016,8,9,2.3,3,0
LIBRARIES_AND_DEMO,1.0,929,Everyone,Libraries & Demo,1.02.2018.11,7000000.0,50000,0.0,2018,2,16,4.0,3,0
GAME,0.0,59223,Teen,Action,1.6.5,46000000.0,5000000,0.0,2018,6,26,4.1,4,0
PERSONALIZATION,1.0,1961,Everyone,Personalization,1.0,6600000.0,100000,0.0,2018,6,29,4.1,3,0
TOOLS,0.0,1555,Everyone,Tools,1.4,4099999.9999999995,100000,0.0,2015,9,17,3.0,3,0
MEDICAL,1.0,0,Everyone,Medical,1.0,5100000.0,100,0.0,2018,8,4,5.0,1,0
VIDEO_PLAYERS,1.0,15874,Everyone,Video Players & Editors,1.2,5400000.0,1000000,0.0,2018,7,5,4.1,3,0
TRAVEL_AND_LOCAL,1.0,6925,Everyone,Travel & Local,Varies with device,12000000.0,1000000,0.0,2018,7,25,4.0,3,0
FAMILY,1.0,246705,Teen,Strategy,3.5.2,27000000.0,1000000,0.0,2018,5,4,4.0,4,0
VIDEO_PLAYERS,1.0,98819,Everyone,Video Players & Editors,1.251.54,27000000.0,5000000,0.0,2018,8,6,4.3,4,0
PERSONALIZATION,1.0,15633,Everyone,Personalization,1.1,14000000.0,1000000,0.0,2017,3,9,4.0,3,0
PRODUCTIVITY,1.0,0,Everyone,Productivity,1.2,11000000.0,100,0.0,2018,5,8,4.2,1,0
FAMILY,1.0,3103,Teen,Entertainment,6.5,8800000.0,100000,0.0,2017,9,19,2.2,3,0
VIDEO_PLAYERS,0.0,11549,Teen,Video Players & Editors,Varies with device,12000000.0,1000000,0.0,2018,7,13,4.0,3,0
TRAVEL_AND_LOCAL,1.0,26871,Everyone,Travel & Local,1.10.0.205086730,12000000.0,5000000,0.0,2018,7,26,4.1,4,0
TOOLS,1.0,297,Everyone,Tools,2.2,2800000.0,50000,0.0,2018,1,27,4.0,2,0
FAMILY,1.0,20,Everyone,Education,1.0,1600000.0,5000,0.0,2017,1,3,4.0,1,0
PRODUCTIVITY,1.0,27135,Everyone,Productivity,Varies with device,12000000.0,100000,4.99,2018,5,24,4.0,4,1
FAMILY,1.0,174215,Everyone,Simulation,2.5.2,93000000.0,10000000,0.0,2018,8,3,4.1,4,0
HEALTH_AND_FITNESS,1.0,28,Mature 17+,Health & Fitness,1.0,20000000.0,1000,0.0,2017,4,27,4.0,2,0
TOOLS,0.0,59973,Everyone,Tools,1.2.5,11000000.0,10000000,0.0,2018,3,16,4.0,4,0
PERSONALIZATION,1.0,43960,Everyone,Personalization,2.0.0.39_171124,9800000.0,10000000,0.0,2017,12,1,5.0,4,0
SPORTS,0.0,218,Everyone,Sports,5.0,28000000.0,100000,0.0,2018,7,19,4.1,2,0
COMMUNICATION,1.0,46702,Everyone,Communication,Varies with device,12000000.0,1000000,0.0,2018,7,4,4.0,4,0
GAME,1.0,240416,Everyone,Word,2.2.3,53000000.0,5000000,0.0,2018,8,1,4.0,4,0
FAMILY,1.0,16,Everyone,Simulation;Education,1.1.1,45000000.0,500,0.0,2018,7,29,4.0,1,0
GAME,0.0,214,Everyone,Adventure,3.0.1,4900000.0,50000,0.0,2018,7,19,4.2,2,0
GAME,1.0,30253,Everyone,Casual,1.0.1.049,12000000.0,1000000,0.0,2018,8,5,4.1,4,0
BUSINESS,1.0,128,Everyone,Business,2.6.1,6700000.0,50000,0.0,2018,6,26,5.0,2,0
PERSONALIZATION,1.0,87300,Everyone,Personalization,2.32,12000000.0,1000000,0.0,2015,3,17,4.0,4,0
COMMUNICATION,1.0,239,Everyone,Communication,1.3.4,18000000.0,10000,0.0,2018,7,31,4.4,2,0
BOOKS_AND_REFERENCE,1.0,6,Everyone,Books & Reference,1.2,3600000.0,1000,0.0,2017,5,29,2.3,1,0
MEDICAL,1.0,10,Everyone,Medical,5.0.16,46000000.0,100,0.0,2018,7,19,4.1,1,0
FINANCE,1.0,0,Everyone,Finance,5.2.12,12000000.0,50,0.0,2017,10,12,4.2,1,0
FAMILY,1.0,110877,Everyone 10+,Casual;Action & Adventure,Varies with device,12000000.0,1000000,0.0,2018,3,28,4.0,4,0
GAME,0.0,303,Everyone,Arcade,1.6,38000000.0,100000,0.0,2017,7,12,4.0,2,0
TRAVEL_AND_LOCAL,1.0,2,Everyone,Travel & Local,32,47000000.0,1000,0.0,2018,4,20,4.0,1,0
SOCIAL,1.0,37090,Teen,Social,5.4,4800000.0,500000,0.0,2018,8,1,4.1,4,0
SOCIAL,1.0,12111,Everyone,Social,1.47,9100000.0,500000,0.0,2018,5,3,4.3,3,0
BOOKS_AND_REFERENCE,1.0,1,Everyone,Books & Reference,3.0,34000000.0,50,0.0,2018,7,24,4.1,1,0
FAMILY,0.0,174127,Teen,Simulation,1.3,48000000.0,5000000,0.0,2016,10,3,3.0,4,0
BEAUTY,1.0,74,Everyone,Beauty,2.3.09,2900000.0,10000,0.0,2018,4,5,4.0,2,0
FINANCE,1.0,4546,Everyone,Finance,1.2.3,3000000.0,100000,0.0,2018,2,8,4.0,3,0
FAMILY,1.0,4,Everyone,Entertainment,1.4,569000.0,100,0.0,2018,1,10,2.3,1,0
SHOPPING,1.0,1370749,Teen,Shopping,Varies with device,12000000.0,50000000,0.0,2018,8,3,4.0,4,0
MEDICAL,0.0,1,Everyone,Medical,7.9.0 (5192),29000000.0,50,0.0,2017,6,27,5.0,1,0
SPORTS,0.0,20,Everyone,Sports,3.1,8900000.0,1000,0.0,2017,12,8,4.4,1,0
TOOLS,1.0,40907,Everyone,Tools,6.0.932740,2600000.0,5000000,0.0,2017,7,27,2.2,4,0
COMMUNICATION,1.0,5149854,Everyone,Communication,Varies with device,12000000.0,100000000,0.0,2018,7,19,4.0,4,0
SPORTS,1.0,283662,Everyone,Sports,Varies with device,12000000.0,10000000,0.0,2018,6,15,4.1,4,0
GAME,0.0,145931,Teen,Action,5.3.2,43000000.0,10000000,0.0,2018,5,31,2.3,4,0
BUSINESS,1.0,3,Everyone,Business,1.0,15000000.0,100,0.0,2018,3,21,4.1,1,0
BUSINESS,1.0,15,Everyone,Business,3.1.2,24000000.0,1000,0.0,2018,4,5,4.3,1,0
GAME,1.0,1063,Teen,Adventure,1.7,18000000.0,50000,0.0,2017,10,30,3.0,3,0
GAME,1.0,8923587,Everyone,Racing,1.37.2,63000000.0,100000000,0.0,2018,7,2,4.2,4,0
HEALTH_AND_FITNESS,1.0,117176,Everyone,Health & Fitness,Varies with device,12000000.0,5000000,0.0,2018,7,7,4.0,4,0
GAME,1.0,0,Teen,Action,1.0,48000000.0,50,0.0,2018,7,6,4.0,1,0
PERSONALIZATION,1.0,644,Everyone,Personalization,Version 1.20,59000000.0,50000,0.0,2017,4,30,4.4,2,0
PHOTOGRAPHY,1.0,76484,Everyone,Photography,3.52,12000000.0,5000000,0.0,2018,6,8,4.0,4,0
BEAUTY,1.0,2280,Everyone,Beauty,1.1.0,24000000.0,500000,0.0,2018,5,14,4.0,3,0
TRAVEL_AND_LOCAL,0.0,43,Everyone,Travel & Local,16.51.1,22000000.0,10000,0.0,2017,3,7,2.3,2,0
PARENTING,1.0,37,Everyone,Parenting,3.19,16000000.0,10000,0.0,2018,7,9,4.0,2,0
PERSONALIZATION,1.0,2538,Everyone,Personalization,1.5.1,6400000.0,100000,2.99,2018,3,23,4.1,3,1
FAMILY,1.0,4076,Everyone,Sports;Action & Adventure,1.3.3,12000000.0,100000,0.0,2018,8,1,4.1,3,0
MEDICAL,1.0,8348,Everyone,Medical,1.4.6,2600000.0,500000,0.0,2018,4,13,4.0,3,0
FAMILY,1.0,238,Everyone,Education,6.0.0.0,6800000.0,10000,0.0,2016,11,18,4.1,2,0
VIDEO_PLAYERS,1.0,1551,Everyone,Video Players & Editors,1.1,2900000.0,1000000,0.0,2018,7,25,4.1,3,0
TOOLS,1.0,54063,Everyone,Tools,2.7.2,16000000.0,5000000,0.0,2018,6,1,4.1,4,0
HOUSE_AND_HOME,1.0,22584,Everyone,House & Home,4.7.13,16000000.0,1000000,0.0,2018,7,16,4.4,3,0
SOCIAL,0.0,44,Teen,Social,HTTPs,6300000.0,1000,0.0,2018,5,21,4.1,2,0
NEWS_AND_MAGAZINES,0.0,45,Everyone,News & Magazines,6.0.0.12,15000000.0,5000,0.0,2018,2,20,4.4,2,0
SPORTS,1.0,0,Everyone,Sports,1.0,26000000.0,5,0.0,2018,2,21,4.1,1,0
FAMILY,0.0,20977,Everyone,Simulation,1.4.5,26000000.0,1000000,0.0,2018,6,18,4.0,3,0
EVENTS,0.0,40113,Everyone,Events,Varies with device,36000000.0,5000000,0.0,2018,7,23,4.0,4,0
NEWS_AND_MAGAZINES,0.0,2,Everyone,News & Magazines,1.1,12000000.0,50,0.0,2017,5,8,4.1,1,0
SOCIAL,1.0,4919,Everyone,Social,0.1.1,2800000.0,1000000,0.0,2018,8,3,4.1,3,0
FAMILY,1.0,16111,Everyone,Simulation,1.11,57000000.0,1000000,0.0,2018,6,12,4.1,3,0
WEATHER,1.0,0,Everyone,Weather,1.0.1,4600000.0,500,0.0,2018,1,9,5.0,1,0
PHOTOGRAPHY,1.0,18,Teen,Photography,1.5,15000000.0,5000,0.0,2018,8,4,4.1,1,0
PHOTOGRAPHY,1.0,1302,Everyone,Photography,3.2,58000.0,10000,4.99,2015,8,5,2.2,3,1
TOOLS,1.0,54207,Everyone,Tools,3.2,4400000.0,5000000,0.0,2017,7,11,3.0,4,0
LIFESTYLE,1.0,134,Everyone,Lifestyle,1.0,1800000.0,1000,37.99,2017,7,18,4.0,2,1
GAME,1.0,522466,Mature 17+,Role Playing,12.0.4.62276,37000000.0,10000000,0.0,2018,6,19,4.0,4,0
FAMILY,1.0,41,Everyone,Education;Pretend Play,2.4.2,7900000.0,1000,2.99,2018,5,31,4.0,2,1
GAME,1.0,951435,Everyone,Racing,2.2,14000000.0,50000000,0.0,2018,1,17,2.1,4,0
LIBRARIES_AND_DEMO,1.0,130,Everyone,Libraries & Demo,1.0,12000000.0,10000,0.0,2018,2,23,4.0,2,0
BOOKS_AND_REFERENCE,1.0,52,Everyone,Books & Reference,2.0.7,2200000.0,1000,0.0,2016,1,15,4.0,2,0
SPORTS,0.0,84,Everyone,Sports,3.7,6300000.0,1000,2.99,2018,4,17,4.4,2,1
TOOLS,1.0,434,Everyone,Tools,1.1.9,3600000.0,50000,0.0,2018,8,8,4.0,2,0
TOOLS,1.0,1,Everyone,Tools,1.0.3,3200000.0,10,0.0,2018,5,24,4.0,1,0
PERSONALIZATION,1.0,169,Everyone,Personalization,7,24000000.0,10000,0.0,2018,3,25,4.4,2,0
TOOLS,1.0,214265,Everyone,Tools,Varies with device,12000000.0,10000000,0.0,2018,6,4,4.0,4,0
COMICS,0.0,7326,Adults only 18+,Comics,Varies with device,12000000.0,500000,0.0,2018,8,3,4.0,3,0
WEATHER,1.0,76593,Everyone,Weather,Varies with device,12000000.0,500000,5.99,2017,11,21,4.0,4,1
FAMILY,1.0,181,Everyone,Entertainment,1.2.1,9200000.0,10000,0.0,2018,6,14,5.0,2,0
FAMILY,1.0,3003,Everyone,Entertainment,1.8,3200000.0,1000000,0.0,2018,5,7,4.0,3,0
FOOD_AND_DRINK,1.0,116403,Everyone,Food & Drink,Varies with device,12000000.0,5000000,0.0,2018,8,1,4.0,4,0
FAMILY,0.0,21149,Everyone,Simulation,2.1,30000000.0,1000000,0.0,2015,10,9,2.3,3,0
FAMILY,1.0,2683,Mature 17+,Simulation,1.3.1,25000000.0,10000,0.0,2018,6,15,4.0,3,0
SPORTS,0.0,50179,Everyone,Sports,2.5.7.1,23000000.0,1000000,0.0,2018,8,2,5.0,4,0
FAMILY,0.0,983,Everyone,Education,1.0,7200000.0,100000,0.0,2018,6,12,4.0,3,0
FOOD_AND_DRINK,1.0,46539,Teen,Food & Drink,Varies with device,12000000.0,5000000,0.0,2018,7,23,4.0,4,0
PERSONALIZATION,1.0,128,Everyone,Personalization,1.0,7700000.0,10000,0.0,2017,6,13,4.1,2,0
MEDICAL,1.0,2,Everyone,Medical,1.0.0,19000000.0,10,0.99,2018,4,17,4.1,1,1
ART_AND_DESIGN,1.0,121,Everyone,Art & Design;Creativity,2.8,3100000.0,10000,0.0,2018,7,3,4.0,2,0
PRODUCTIVITY,1.0,0,Everyone,Productivity,1.0,6200000.0,10,0.0,2017,12,7,2.3,1,0
BUSINESS,1.0,327,Everyone,Business,1.48,13000000.0,10000,0.0,2018,6,25,4.1,2,0
GAME,1.0,2208,Everyone,Arcade,2.0.8,4400000.0,500000,0.0,2018,5,24,4.1,3,0
FAMILY,1.0,496,Everyone,Education;Education,1.0,94000000.0,100000,0.0,2018,7,11,4.2,2,0
TOOLS,1.0,569727,Everyone,Tools,Varies with device,12000000.0,10000000,0.0,2017,11,3,4.0,4,0
COMMUNICATION,1.0,51,Everyone,Communication,3.0,21000000.0,5000,0.0,2016,5,10,4.1,2,0
COMMUNICATION,1.0,10484169,Everyone,Communication,Varies with device,12000000.0,1000000000,0.0,2018,8,3,4.0,4,0
GAME,1.0,3845,Everyone 10+,Arcade,1.6.1,76000000.0,500000,0.0,2018,8,3,4.1,3,0
PRODUCTIVITY,0.0,368,Everyone,Productivity,Varies with device,12000000.0,100000,0.0,2018,8,2,5.0,2,0
FAMILY,0.0,29,Everyone 10+,Casual,1.0,37000000.0,1000,0.0,2018,5,4,5.0,2,0
GAME,1.0,140,Mature 17+,Card,1.64,45000000.0,50000,0.0,2017,5,31,4.0,2,0
LIFESTYLE,1.0,103,Everyone,Lifestyle,5.1.10,3800000.0,5000,0.0,2017,9,12,4.1,2,0
BOOKS_AND_REFERENCE,1.0,922752,Everyone,Books & Reference,Varies with device,12000000.0,10000000,0.0,2018,6,15,4.0,4,0
FAMILY,0.0,5894,Everyone 10+,Strategy,1.0.2,67000000.0,1000000,0.0,2018,7,11,4.0,3,0
TOOLS,0.0,245,Everyone,Tools,1.1.6.6,3500000.0,10000,0.0,2016,8,31,2.3,2,0
PERSONALIZATION,1.0,127,Everyone,Personalization,8.0,9500000.0,5000,0.0,2018,5,4,3.0,2,0
FAMILY,1.0,26545,Everyone,Casual,2.08,40000000.0,1000000,0.0,2018,7,20,4.1,4,0
FAMILY,1.0,70903,Everyone,Puzzle;Brain Games,1.3.20,51000000.0,5000000,0.0,2018,5,3,4.0,4,0
SPORTS,1.0,950,Everyone,Sports,2.6,18000000.0,100000,0.0,2018,7,17,4.1,3,0
HEALTH_AND_FITNESS,1.0,0,Everyone,Health & Fitness,4.2.2,10000000.0,10,0.0,2018,7,9,4.1,1,0
TOOLS,1.0,25438,Everyone,Tools,1.2.3,3200000.0,1000000,0.0,2018,4,24,4.0,3,0
BUSINESS,1.0,0,Everyone,Business,1.1.5,9600000.0,10,0.0,2016,9,29,4.0,1,0
TOOLS,0.0,24,Everyone,Tools,1.0,4700000.0,10000,0.0,2016,4,11,2.2,2,0
HEALTH_AND_FITNESS,1.0,471036,Everyone,Health & Fitness,Varies with device,12000000.0,10000000,0.0,2018,8,3,4.0,4,0
SPORTS,1.0,382,Everyone,Sports,3.953,20000000.0,10000,0.0,2018,3,6,4.1,2,0
PERSONALIZATION,1.0,0,Everyone,Personalization,v2017.Dec.01.19,16000000.0,1,0.99,2017,12,2,4.4,1,1
NEWS_AND_MAGAZINES,0.0,3311,Everyone,News & Magazines,4.0.1,10000000.0,100000,0.0,2018,4,24,4.2,3,0
MEDICAL,0.0,2094,Everyone,Medical,3.19,23000000.0,500000,0.0,2018,7,26,4.3,3,0
GAME,1.0,18985,Everyone,Casual,1.5.4,23000000.0,5000000,0.0,2018,7,23,4.0,3,0
PRODUCTIVITY,0.0,49,Everyone 10+,Productivity,1.0.1,2300000.0,5000,0.0,2015,7,29,4.0,2,0
FAMILY,1.0,7,Everyone,Entertainment,1.1,22000000.0,500,0.0,2016,9,17,4.2,1,0
FAMILY,1.0,6,Everyone,Entertainment,1.0,2500000.0,50,0.0,2018,5,29,4.0,1,0
LIFESTYLE,1.0,2,Everyone,Lifestyle,5,22000000.0,100,0.0,2017,8,28,4.1,1,0
EVENTS,1.0,399,Everyone,Events,Cannonau 3.11.11,24000000.0,100000,0.0,2018,8,3,5.0,2,0
BOOKS_AND_REFERENCE,1.0,5,Everyone,Books & Reference,1.0,7200000.0,50,1.75,2015,10,8,4.1,1,1
LIFESTYLE,0.0,7578,Everyone,Lifestyle,3.98,25000000.0,1000000,0.0,2018,7,24,4.2,3,0
EDUCATION,0.0,2525,Everyone,Education,15.9.4,1200000.0,100000,0.0,2015,1,11,4.0,3,0
HEALTH_AND_FITNESS,1.0,144040,Everyone,Health & Fitness,18.7.1,55000000.0,5000000,0.0,2018,7,27,5.0,4,0
FAMILY,1.0,21979,Everyone,Puzzle,1.1.3,38000000.0,1000000,0.0,2018,7,9,5.1,3,0
LIFESTYLE,1.0,95904,Everyone,Lifestyle,4.1.0,33000000.0,10000000,0.0,2018,7,30,4.1,4,0
ART_AND_DESIGN,1.0,253,Everyone,Art & Design,1.0.0,3700000.0,50000,0.0,2017,11,1,4.0,2,0
GAME,1.0,344819,Teen,Action,1.4,51000000.0,5000000,0.0,2016,10,18,3.0,4,0
SOCIAL,1.0,5369,Teen,Social,1.8.19106,63000000.0,50000,0.0,2018,7,13,4.0,3,0
GAME,1.0,11,Everyone,Arcade,0.1,6100000.0,10,0.0,2017,3,11,2.3,1,0
COMMUNICATION,1.0,0,Everyone,Communication,1.3,2100000.0,10,0.0,2018,3,17,4.0,1,0
PERSONALIZATION,1.0,66321,Everyone,Personalization,2.4,18000000.0,5000000,0.0,2018,6,11,4.1,4,0
BEAUTY,1.0,8572,Everyone,Beauty,1.1.0,25000000.0,1000000,0.0,2018,5,10,4.0,3,0
FAMILY,1.0,944,Everyone,Education,3.1.0,12000000.0,100000,0.0,2018,8,1,4.1,3,0
ENTERTAINMENT,1.0,787177,Everyone,Entertainment,Varies with device,12000000.0,10000000,0.0,2018,6,20,4.0,4,0
LIBRARIES_AND_DEMO,1.0,411,Everyone,Libraries & Demo,5.0,95000000.0,50000,0.0,2018,6,8,4.0,2,0
FAMILY,1.0,148295,Everyone,Casual;Action & Adventure,1.6,26000000.0,10000000,0.0,2018,3,5,4.1,4,0
FAMILY,1.0,276,Everyone,Puzzle;Brain Games,1.2.16,16000000.0,50000,0.0,2017,9,12,2.3,2,0
GAME,0.0,66,Everyone,Arcade,1.2,38000000.0,10000,0.0,2018,7,17,4.1,2,0
ENTERTAINMENT,1.0,21867,Teen,Entertainment,2.19.0,39000000.0,1000000,0.0,2018,7,12,5.0,3,0
FAMILY,1.0,256916,Everyone,Arcade;Action & Adventure,1.0.4,25000000.0,10000000,0.0,2015,10,8,4.0,4,0
PERSONALIZATION,1.0,444,Everyone,Personalization,1.95,12000000.0,10000,0.99,2013,11,18,2.1,2,1
FINANCE,1.0,178,Everyone,Finance,5.9.1.0,12000000.0,1000,0.0,2018,6,12,5.0,2,0
NEWS_AND_MAGAZINES,1.0,17703,Teen,News & Magazines,4.10.0,6600000.0,500000,0.0,2018,6,7,4.4,3,0
FAMILY,1.0,4,Everyone,Simulation,1.0,25000000.0,1000,0.0,2018,7,20,4.0,1,0
SOCIAL,0.0,16,Everyone,Social,1.0,2600000.0,1000,0.0,2016,6,30,4.0,1,0
COMICS,1.0,564387,Everyone,Comics,Varies with device,12000000.0,5000000,0.0,2018,7,5,4.0,4,0
GAME,1.0,3058687,Everyone 10+,Arcade,1.2.0,89000000.0,100000000,0.0,2016,7,18,4.0,4,0
GAME,0.0,450,Everyone,Card,2.0.9,97000000.0,10000,0.0,2018,7,23,4.1,2,0
WEATHER,0.0,634,Everyone,Weather,1.0.34,12000000.0,100000,0.0,2018,6,15,4.1,2,0
VIDEO_PLAYERS,0.0,439,Everyone,Video Players & Editors,0.7.9,35000000.0,50000,0.0,2016,3,4,4.0,2,0
MEDICAL,1.0,6,Everyone,Medical,1.0,29000000.0,1000,0.0,2018,6,20,2.3,1,0
PERSONALIZATION,0.0,5525,Everyone,Personalization,1.6,2600000.0,500000,0.0,2016,6,6,2.3,3,0
BUSINESS,1.0,0,Everyone,Business,1.1,1100000.0,100,0.0,2013,4,5,2.1,1,0
TOOLS,1.0,2,Everyone,Tools,1.4,3300000.0,100,3.99,2018,7,19,4.0,1,1
FAMILY,1.0,0,Everyone,Education,5.33.3669,21000000.0,100,0.0,2018,7,27,5.0,1,0
BUSINESS,1.0,171771,Everyone,Business,2.0.6.4,3200000.0,10000000,0.0,2018,1,15,2.1,4,0
VIDEO_PLAYERS,1.0,714665,Everyone,Video Players & Editors,4.13.3,50000000.0,10000000,0.0,2018,7,24,4.3,4,0
MEDICAL,1.0,1,Everyone,Medical,1.0.1,32000000.0,500,0.0,2018,5,24,5.0,1,0
BUSINESS,0.0,41,Everyone,Business,1.1,20000000.0,10000,0.0,2017,12,20,4.0,2,0
COMMUNICATION,1.0,244863,Everyone,Communication,Varies with device,12000000.0,10000000,0.0,2018,5,29,4.0,4,0
VIDEO_PLAYERS,0.0,71,Everyone,Video Players & Editors,3.08,10000000.0,10000,0.0,2018,7,18,5.0,2,0
PRODUCTIVITY,1.0,0,Everyone,Productivity,1.17.0,9100000.0,10,0.0,2018,6,25,4.1,1,0
BUSINESS,1.0,1,Everyone,Business,1.2.1,8400000.0,5,0.0,2018,4,10,5.0,1,0
FAMILY,1.0,15301,Everyone,Puzzle;Brain Games,3.0.5,18000000.0,100000,2.99,2018,7,18,2.3,3,1
PERSONALIZATION,1.0,18,Everyone,Personalization,5.1,16000000.0,5000,1.49,2018,6,21,4.0,1,1
FAMILY,1.0,3,Everyone,Education,1.0.3,11000000.0,100,0.0,2017,5,2,4.1,1,0
PRODUCTIVITY,1.0,0,Everyone,Productivity,1.0,3700000.0,10,2.99,2017,12,1,4.0,1,1
NEWS_AND_MAGAZINES,1.0,44274,Everyone,News & Magazines,4.0.6,8000000.0,1000000,0.0,2018,8,6,4.4,4,0
GAME,0.0,168,Everyone 10+,Arcade,1.00.00,49000000.0,5000,1.99,2017,5,18,4.1,2,1
ART_AND_DESIGN,1.0,4326,Everyone,Art & Design,1.0.4,21000000.0,100000,0.0,2018,6,26,4.4,3,0
HEALTH_AND_FITNESS,1.0,501144,Everyone,Health & Fitness,Varies with device,12000000.0,10000000,0.0,2018,7,16,4.0,4,0
SHOPPING,1.0,216741,Everyone,Shopping,4.6.0,12000000.0,5000000,0.0,2018,8,6,4.1,4,0
LIFESTYLE,1.0,2,Teen,Lifestyle,3.8.0,7800000.0,100,0.0,2018,6,25,4.1,1,0
GAME,0.0,898,Teen,Adventure,1.2.3.1,33000000.0,100000,0.0,2016,12,21,2.3,3,0
FAMILY,1.0,2,Everyone,Education,5.33.3669,20000000.0,100,0.0,2018,7,27,5.0,1,0
NEWS_AND_MAGAZINES,1.0,2,Everyone,News & Magazines,1.2,2900000.0,100,0.0,2016,6,14,4.1,1,0
LIFESTYLE,0.0,4,Everyone,Lifestyle,1.4,14000000.0,500,0.0,2017,1,6,4.0,1,0
WEATHER,0.0,11,Everyone,Weather,1.0,2900000.0,500,1.99,2018,4,23,4.1,1,1
TOOLS,1.0,1,Everyone,Tools,2.2.1,1900000.0,100,0.0,2016,4,29,4.0,1,0
TOOLS,1.0,0,Everyone,Tools,1.0.4.91,10000000.0,100,0.0,2018,7,26,4.4,1,0
EDUCATION,1.0,13612,Everyone,Education,7.2.3633,48000000.0,100000,0.0,2018,5,10,4.4,3,0
SOCIAL,1.0,6388,Teen,Social,Varies with device,12000000.0,500000,0.0,2017,12,5,4.0,3,0
BOOKS_AND_REFERENCE,1.0,121,Everyone,Books & Reference,1.1.2,8700000.0,10000,0.0,2016,12,23,4.1,2,0
SHOPPING,1.0,367290,Everyone,Shopping,4.9.3,11000000.0,10000000,0.0,2018,7,20,4.0,4,0
FAMILY,1.0,10,Everyone,Entertainment,1.0.9,3000000.0,10000,0.0,2017,6,26,4.0,1,0
SPORTS,1.0,14123,Everyone,Sports,4.0.0,13000000.0,500000,0.0,2018,8,1,4.0,3,0
SOCIAL,1.0,16404,Everyone,Social,1.6,2300000.0,1000000,0.0,2018,6,24,2.3,3,0
DATING,0.0,105,Mature 17+,Dating,1.0.4,27000000.0,5000,0.0,2018,6,19,4.4,2,0
TOOLS,1.0,6,Everyone,Tools,1.2,47000000.0,1000,0.0,2017,5,17,4.0,1,0
BOOKS_AND_REFERENCE,1.0,52312,Teen,Books & Reference,5.3.4,11000000.0,5000000,0.0,2018,5,19,4.4,4,0
TOOLS,0.0,434,Everyone,Tools,1.0.209,18000000.0,50000,0.0,2018,3,16,4.0,2,0
MEDICAL,1.0,0,Everyone,Medical,10.4.1.018_06,40000000.0,50,0.0,2018,7,24,4.0,1,0
